,text,id,created_at
106,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748218638633680897,Wed Jun 29 18:16:39 +0000 2016
107,"@Onifodente @Gamellier quando a Bia era pequena, a empresa q eu trabalhava fazia parte do cinematerna. Muito show! Todos semana um filme!",748210169939558401,Wed Jun 29 17:43:00 +0000 2016
108,O que fazer quando a empresa leva dois meses pra pagar uma quantia pequena? Osso...,748209924384104449,Wed Jun 29 17:42:01 +0000 2016
109,Comissão aprova presença de micro e pequena empresa com pendência fiscal em licitação https://t.co/xf4fEWImjz,748197479464697856,Wed Jun 29 16:52:34 +0000 2016
110,RT @jiminsexxual: os grupos de empresa pequena tem q ficar anos batalhando pra conseguir estourar fazer sucesso e mtos não conseguem se fir…,748185216561340418,Wed Jun 29 16:03:50 +0000 2016
111,RT @SESIRN: Micro e pequena empresa do RN: solicite orçamentos de serviços de #PCMSO online no site do SESI-RN. https://t.co/cEuSMK2vNn,748181924045328384,Wed Jun 29 15:50:45 +0000 2016
112,Micro e pequena empresa do RN: solicite orçamentos de serviços de #PCMSO online no site do SESI-RN. https://t.co/cEuSMK2vNn,748181841451040768,Wed Jun 29 15:50:26 +0000 2016
113,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748178095786582016,Wed Jun 29 15:35:33 +0000 2016
114,RT @fefiedler: E na hora da captação...a empresa vai preferir se vincular ao Luan Santana ou a 1 entidade pequena do interior? #LeiRouanet…,748152412842635269,Wed Jun 29 13:53:29 +0000 2016
115,"E na hora da captação...a empresa vai preferir se vincular ao Luan Santana ou a 1 entidade pequena do interior? #LeiRouanet
#ImagemNãoÉTudo",748149891784937472,Wed Jun 29 13:43:28 +0000 2016
116,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748145971406704640,Wed Jun 29 13:27:54 +0000 2016
117,"@thehoeenextdoor YHa foi o que eu disse, amarelo só podia , Os gajos são uma empresa pequena",748133115567218692,Wed Jun 29 12:36:49 +0000 2016
118,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/ghgShdB8uT",748126842591272960,Wed Jun 29 12:11:53 +0000 2016
119,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/0fwd0YG0Mp",748126757887291392,Wed Jun 29 12:11:33 +0000 2016
120,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/3AB9MWaneT",748126205140926464,Wed Jun 29 12:09:21 +0000 2016
121,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/BJbooOziUe",748124907167485952,Wed Jun 29 12:04:12 +0000 2016
122,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/sUBBDAvxIZ",748124834530484227,Wed Jun 29 12:03:54 +0000 2016
123,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/mdo8b4HJ1R",748124617206800384,Wed Jun 29 12:03:02 +0000 2016
124,"Consultor Financeiro para micro,pequena e media empresa.
* Reestruturação financeira de sua empresa.
* Elaboramos... https://t.co/s0oIOqYo1l",748124617122918400,Wed Jun 29 12:03:02 +0000 2016
125,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748088392877998080,Wed Jun 29 09:39:06 +0000 2016
126,"Retweeted Ronaldo Caiado (@ronaldocaiado):

Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.",748087866492747776,Wed Jun 29 09:37:00 +0000 2016
127,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748087861841399808,Wed Jun 29 09:36:59 +0000 2016
128,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748086173592068096,Wed Jun 29 09:30:17 +0000 2016
129,RT @janetejbarreto: Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https:…,748073239591673856,Wed Jun 29 08:38:53 +0000 2016
130,RT @juaecelia: Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise... https://t.co/CjooZk…,748047790392119296,Wed Jun 29 06:57:45 +0000 2016
131,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https://t.co/lPjzhe9pC5,748031773641170945,Wed Jun 29 05:54:07 +0000 2016
132,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748023518118420484,Wed Jun 29 05:21:18 +0000 2016
133,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara https://t.co/JP1EYWcCzd,748023051787374592,Wed Jun 29 05:19:27 +0000 2016
134,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https://t.co/Cs7Ff7cKTo,748021107496718337,Wed Jun 29 05:11:44 +0000 2016
135,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https://t.co/KziPsRIlO5,748021062475059201,Wed Jun 29 05:11:33 +0000 2016
136,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https://t.co/EY4gZwpyBI,748021062324133888,Wed Jun 29 05:11:33 +0000 2016
137,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu...  https://t.co/ktnUXNozB5,748020776561938436,Wed Jun 29 05:10:25 +0000 2016
138,Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para ... https://t.co/Ys0C9COnMm (via @EricBarbosa11,748020513792983040,Wed Jun 29 05:09:22 +0000 2016
139,#feedbrasil Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara https://t.co/VBfcdfcsf5,748020412756426754,Wed Jun 29 05:08:58 +0000 2016
140,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748017818482974720,Wed Jun 29 04:58:40 +0000 2016
141,"@ronaldocaiado é a pequena empresa que movimenta a economia, ninguém seja iludido que é o contrário.",748015019686772740,Wed Jun 29 04:47:32 +0000 2016
142,"""Gata me chama de empresa. Pequena que eu te mostro meu grande negocio"" paiaço KKKKKKKKKKKKKKKK",748002975268888577,Wed Jun 29 03:59:41 +0000 2016
143,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748002581302087680,Wed Jun 29 03:58:07 +0000 2016
144,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,748001621041385472,Wed Jun 29 03:54:18 +0000 2016
145,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747998490123452417,Wed Jun 29 03:41:51 +0000 2016
146,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747998153929068545,Wed Jun 29 03:40:31 +0000 2016
147,"@felipelealdini mas a empresa é pequena? se for, fala que foi no banco e abriu um mei",747993751847583745,Wed Jun 29 03:23:02 +0000 2016
148,"@nataandradde eu não sei a medida certa (deve ser uma colher bem pequena), a moça da empresa que faz hahaha",747993691881672704,Wed Jun 29 03:22:47 +0000 2016
149,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747988388645576704,Wed Jun 29 03:01:43 +0000 2016
150,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747985763950821376,Wed Jun 29 02:51:17 +0000 2016
151,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747977800829788160,Wed Jun 29 02:19:39 +0000 2016
152,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747977729459560448,Wed Jun 29 02:19:22 +0000 2016
153,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747970982585962496,Wed Jun 29 01:52:33 +0000 2016
154,RT @juaecelia: Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise... https://t.co/CjooZk…,747969558045163520,Wed Jun 29 01:46:53 +0000 2016
155,"@marcelorubens ...CNPJ, etc, já é uma pequena empresa com responsabilidade social de investigar de onde vem o dinheiro que a paga. Claro...",747967045644460036,Wed Jun 29 01:36:54 +0000 2016
156,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747966933492965376,Wed Jun 29 01:36:28 +0000 2016
157,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747966931404218368,Wed Jun 29 01:36:27 +0000 2016
158,@ronaldocaiado Só não mudou a regra da pequena empresa de representação comercial !!!! Muito caro os impostos!,747966441010364416,Wed Jun 29 01:34:30 +0000 2016
159,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747964879353614337,Wed Jun 29 01:28:18 +0000 2016
160,RT @john_dealmeida: #johnbeta2 Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova anál... https:…,747964376917884928,Wed Jun 29 01:26:18 +0000 2016
161,RT @TIM_BETA_1981: Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https:/…,747962867660500994,Wed Jun 29 01:20:18 +0000 2016
162,RT @TIM_BETA_1981: Micro e pequena empresa: Senado vota Simples e proposta volta à Câmara: Texto segue para nova análise de depu... https:/…,747962404957491201,Wed Jun 29 01:18:28 +0000 2016
163,"@karendalmeida1 me chama de pequena empresa, que eu te mostro o meu grande negócio",747961921723371520,Wed Jun 29 01:16:33 +0000 2016
164,RT @ronaldocaiado: Grande vitória pela pequena empresa que luta para se manter e gerar empregos no Brasil.,747960008722251776,Wed Jun 29 01:08:57 +0000 2016
